Target Distance: 100, Step Size: 5
(x,y)=(9.26907, 4.6013)
(x,y)=(12.2492, 4.25694)
(x,y)=(11.8127, 7.22502)
(x,y)=(8.84661, 7.67456)
(x,y)=(11.8086, 7.19878)
(x,y)=(9.24903, 5.63405)
(x,y)=(6.54939, 6.94246)
(x,y)=(4.9062, 9.45243)
(x,y)=(2.12082, 8.33813)
(x,y)=(-0.492574, 6.86499)
(x,y)=(0.333003, 3.98082)
(x,y)=(-2.66594, 3.90117)
(x,y)=(0.314231, 3.55681)
(x,y)=(-2.27268, 2.03764)
(x,y)=(-0.857723, -0.607714)
(x,y)=(2.11589, -1.00477)
(x,y)=(1.41872, 1.9131)
(x,y)=(-0.976714, 0.107028)
(x,y)=(1.46583, 1.84886)
(x,y)=(4.42352, 2.35093)
(x,y)=(5.06883, 5.2807)
(x,y)=(4.47539, 8.22142)
(x,y)=(7.40799, 7.58908)
(x,y)=(4.74409, 6.20937)
(x,y)=(1.92101, 5.19437)
(x,y)=(4.33233, 6.97916)
(x,y)=(4.53126, 9.97256)
(x,y)=(7.51435, 10.2906)
(x,y)=(9.4953, 8.03765)
(x,y)=(7.4359, 5.85616)
(x,y)=(10.3164, 5.01792)
(x,y)=(8.99607, 2.32409)
(x,y)=(6.01296, 2.64206)
(x,y)=(7.70025, 5.12259)
(x,y)=(9.18487, 7.72949)
(x,y)=(10.4332, 10.4574)
(x,y)=(9.86593, 7.51155)
(x,y)=(8.93886, 10.3647)
(x,y)=(10.2114, 7.64798)
(x,y)=(7.7688, 9.38974)
(x,y)=(6.44845, 6.69591)
(x,y)=(3.44892, 6.74893)
(x,y)=(1.05349, 4.94286)
(x,y)=(3.85819, 3.87813)
(x,y)=(1.34097, 2.24606)
(x,y)=(1.46044, -0.751558)
(x,y)=(2.1834, -3.66314)
(x,y)=(4.51346, -5.55281)
(x,y)=(6.89281, -3.7256)
(x,y)=(6.90609, -6.72557)
(x,y)=(5.49121, -9.37097)
(x,y)=(8.26662, -8.23206)
(x,y)=(5.88721, -6.40493)
(x,y)=(6.48056, -3.46419)
(x,y)=(9.41863, -2.85774)
(x,y)=(8.69575, -5.76935)
(x,y)=(5.88174, -4.72949)
(x,y)=(8.87598, -4.91516)
(x,y)=(11.5756, -3.60666)
(x,y)=(12.0383, -6.57076)
(x,y)=(15.0083, -6.99403)
(x,y)=(13.3873, -4.46966)
(x,y)=(12.067, -7.16349)
(x,y)=(9.24392, -8.17849)
(x,y)=(9.75907, -11.1339)
(x,y)=(12.4107, -9.73069)
(x,y)=(14.9563, -8.14337)
(x,y)=(14.1054, -11.0202)
(x,y)=(13.3311, -13.9185)
(x,y)=(12.2539, -11.1186)
(x,y)=(13.9848, -8.66831)
(x,y)=(12.7364, -5.94042)
(x,y)=(9.77438, -6.41628)
(x,y)=(10.2633, -3.45639)
(x,y)=(13.2294, -3.00675)
(x,y)=(14.6676, -0.373985)
(x,y)=(11.6718, -0.214825)
(x,y)=(8.67759, -0.400586)
(x,y)=(8.05823, -3.33596)
(x,y)=(7.75339, -0.351484)
(x,y)=(9.2611, -2.94509)
(x,y)=(12.2272, -2.49546)
(x,y)=(9.62691, -0.999322)
(x,y)=(7.2475, 0.82781)
(x,y)=(5.5165, 3.27804)
(x,y)=(3.10512, 5.06276)
(x,y)=(5.74422, 3.63619)
(x,y)=(3.18461, 2.07146)
(x,y)=(2.64332, 5.02223)
(x,y)=(1.61584, 7.84078)
(x,y)=(-0.158274, 10.26)
(x,y)=(-3.14876, 10.0213)
(x,y)=(-0.158267, 9.78261)
(x,y)=(1.11427, 7.06587)
(x,y)=(2.93085, 9.45334)
(x,y)=(2.81148, 6.45572)
(x,y)=(0.0891033, 7.71614)
(x,y)=(2.62067, 6.10642)
(x,y)=(2.74013, 3.1088)
(x,y)=(3.41144, 0.184872)
(x,y)=(0.428336, 0.502835)
(x,y)=(-2.25958, -0.829503)
(x,y)=(-0.180954, 1.33367)
(x,y)=(-0.141214, 4.33341)
(x,y)=(-0.472376, 1.35174)
(x,y)=(2.51812, 1.1131)
(x,y)=(0.420429, -1.03159)
(x,y)=(-1.5405, -3.302)
(x,y)=(1.38637, -2.64364)
(x,y)=(-1.61258, -2.72329)
(x,y)=(0.98768, -1.22707)
(x,y)=(-1.7234, -2.51162)
(x,y)=(-3.58203, -0.156737)
(x,y)=(-0.687131, -0.943861)
(x,y)=(1.35287, 1.25577)
(x,y)=(1.28658, -1.7435)
(x,y)=(-1.61517, -0.982026)
(x,y)=(-4.60096, -1.27366)
(x,y)=(-2.32195, 0.67727)
(x,y)=(-3.42383, -2.11305)
(x,y)=(-0.574796, -1.17336)
(x,y)=(-0.112041, -4.13746)
(x,y)=(-1.03911, -1.28429)
(x,y)=(-2.54674, -3.87795)
(x,y)=(-5.4951, -3.32369)
(x,y)=(-8.40345, -4.05953)
(x,y)=(-5.45512, -3.50519)
(x,y)=(-3.31973, -5.61235)
(x,y)=(-3.88703, -8.55822)
(x,y)=(-2.19974, -6.07768)
(x,y)=(-5.08023, -6.91602)
(x,y)=(-2.23119, -5.97633)
(x,y)=(-2.32412, -2.97777)
(x,y)=(-4.58588, -1.00688)
(x,y)=(-1.88628, 0.301615)
(x,y)=(-4.48658, 1.79775)
(x,y)=(-1.53344, 1.26962)
(x,y)=(-4.48179, 1.82387)
(x,y)=(-5.80214, -0.86995)
(x,y)=(-7.89983, -3.01464)
(x,y)=(-9.47587, -0.461979)
(x,y)=(-10.2502, -3.36033)
(x,y)=(-8.6516, -5.89895)
(x,y)=(-11.6441, -5.68678)
(x,y)=(-14.5972, -6.21501)
(x,y)=(-17.5633, -5.76546)
(x,y)=(-14.7402, -6.78038)
(x,y)=(-17.5354, -5.69086)
(x,y)=(-15.1888, -3.82183)
(x,y)=(-16.8761, -1.34134)
(x,y)=(-19.6095, -0.104987)
(x,y)=(-21.0942, 2.50187)
(x,y)=(-21.9451, -0.374932)
(x,y)=(-21.7462, 2.61847)
(x,y)=(-24.6192, 1.75476)
(x,y)=(-27.2195, 3.25089)
(x,y)=(-27.0206, 6.24429)
(x,y)=(-30.0088, 6.5094)
(x,y)=(-31.5849, 9.06206)
(x,y)=(-29.9195, 6.56674)
(x,y)=(-30.1715, 9.55614)
(x,y)=(-27.2095, 9.08036)
(x,y)=(-24.9132, 7.14974)
(x,y)=(-23.0547, 9.50469)
(x,y)=(-24.9547, 11.8263)
(x,y)=(-21.9566, 11.9325)
(x,y)=(-22.9088, 9.08762)
(x,y)=(-22.3676, 12.0384)
(x,y)=(-23.9209, 9.47184)
(x,y)=(-25.0475, 12.2523)
(x,y)=(-27.3607, 14.1625)
(x,y)=(-27.5331, 11.1674)
(x,y)=(-27.573, 14.1672)
(x,y)=(-24.5787, 13.9815)
(x,y)=(-27.3927, 15.0214)
(x,y)=(-30.0806, 13.689)
(x,y)=(-28.1399, 15.9767)
(x,y)=(-25.1597, 15.6323)
(x,y)=(-23.1003, 13.4509)
(x,y)=(-25.2726, 11.3818)
(x,y)=(-27.6026, 9.49209)
(x,y)=(-29.623, 7.27449)
(x,y)=(-26.6372, 6.98294)
(x,y)=(-24.4649, 4.91391)
(x,y)=(-26.108, 7.42388)
(x,y)=(-29.0742, 7.87342)
(x,y)=(-26.8836, 9.92321)
(x,y)=(-25.0882, 7.5198)
(x,y)=(-26.0153, 10.373)
(x,y)=(-28.8882, 9.50926)
(x,y)=(-30.4643, 12.0619)
(x,y)=(-30.0279, 15.03)
(x,y)=(-28.3406, 17.5105)
(x,y)=(-25.5455, 18.6001)
(x,y)=(-22.9063, 17.1736)
(x,y)=(-25.7868, 16.3352)
(x,y)=(-28.7699, 16.6532)
(x,y)=(-26.4737, 14.7226)
(x,y)=(-29.4737, 14.7225)
(x,y)=(-29.54, 11.7232)
(x,y)=(-31.7842, 9.73233)
(x,y)=(-28.7959, 9.99752)
(x,y)=(-28.307, 12.9574)
(x,y)=(-25.8645, 14.6993)
(x,y)=(-23.0992, 13.5359)
(x,y)=(-26.001, 14.2974)
(x,y)=(-23.961, 16.497)
(x,y)=(-26.2227, 18.4679)
(x,y)=(-24.6693, 15.9014)
(x,y)=(-22.4607, 13.8711)
(x,y)=(-25.4377, 14.2419)
(x,y)=(-24.2865, 11.4715)
(x,y)=(-23.0865, 8.72199)
(x,y)=(-20.1095, 9.0928)
(x,y)=(-17.6824, 7.32949)
(x,y)=(-20.656, 6.93234)
(x,y)=(-23.5365, 6.09401)
(x,y)=(-25.9319, 4.28794)
(x,y)=(-27.2044, 1.57117)
(x,y)=(-27.8756, -1.35278)
(x,y)=(-26.4607, -3.99813)
(x,y)=(-27.9683, -6.59179)
(x,y)=(-25.3813, -8.11089)
(x,y)=(-22.8641, -9.74287)
(x,y)=(-23.9164, -12.5523)
(x,y)=(-26.0887, -14.6214)
(x,y)=(-24.4014, -12.1408)
(x,y)=(-21.6361, -13.3042)
(x,y)=(-23.3671, -10.8539)
(x,y)=(-22.4654, -13.7152)
(x,y)=(-24.6919, -11.7046)
(x,y)=(-25.6441, -14.5494)
(x,y)=(-24.001, -12.0394)
(x,y)=(-21.0478, -12.5676)
(x,y)=(-18.7012, -10.6985)
(x,y)=(-18.6614, -7.69879)
(x,y)=(-21.4468, -8.81309)
(x,y)=(-23.5821, -10.9203)
(x,y)=(-26.2701, -12.2527)
(x,y)=(-28.2905, -14.4703)
(x,y)=(-27.4395, -17.347)
(x,y)=(-25.0124, -19.1103)
(x,y)=(-22.7507, -17.1394)
(x,y)=(-22.9232, -20.1344)
(x,y)=(-20.4059, -21.7664)
(x,y)=(-17.4078, -21.6602)
(x,y)=(-16.1113, -18.9548)
(x,y)=(-13.1118, -18.9017)
(x,y)=(-10.5521, -20.4664)
(x,y)=(-9.16072, -17.8085)
(x,y)=(-12.1588, -17.7024)
(x,y)=(-14.9442, -18.8167)
(x,y)=(-17.7673, -19.8317)
(x,y)=(-18.0456, -22.8188)
(x,y)=(-20.8862, -23.7837)
(x,y)=(-23.0585, -25.8528)
(x,y)=(-25.6454, -27.3719)
(x,y)=(-27.0603, -30.0173)
(x,y)=(-29.407, -28.1484)
(x,y)=(-32.2723, -27.2593)
(x,y)=(-30.6963, -24.7066)
(x,y)=(-30.025, -27.6306)
(x,y)=(-30.6184, -24.6898)
(x,y)=(-32.8449, -22.6792)
(x,y)=(-33.6192, -25.5776)
(x,y)=(-32.5669, -28.3869)
(x,y)=(-31.5644, -31.2145)
(x,y)=(-33.7729, -33.2448)
(x,y)=(-30.7772, -33.0855)
(x,y)=(-29.6506, -30.3051)
(x,y)=(-31.5093, -27.9502)
(x,y)=(-34.4863, -27.5795)
(x,y)=(-31.5379, -27.0251)
(x,y)=(-34.4863, -26.4709)
(x,y)=(-32.4077, -24.3077)
(x,y)=(-30.57, -26.6789)
(x,y)=(-29.9246, -23.7492)
(x,y)=(-26.9322, -23.5369)
(x,y)=(-24.4896, -21.7951)
(x,y)=(-21.838, -20.3918)
(x,y)=(-18.9728, -19.5027)
(x,y)=(-18.2498, -22.4143)
(x,y)=(-17.0743, -19.6542)
(x,y)=(-18.8909, -17.2668)
(x,y)=(-21.364, -15.5686)
(x,y)=(-19.403, -17.8389)
(x,y)=(-21.8608, -19.5591)
(x,y)=(-24.0148, -17.4709)
(x,y)=(-25.8102, -19.8744)
(x,y)=(-26.6102, -16.983)
(x,y)=(-26.1738, -14.0149)
(x,y)=(-23.3331, -14.9797)
(x,y)=(-21.5805, -17.4145)
(x,y)=(-21.0654, -20.3699)
(x,y)=(-19.817, -17.642)
(x,y)=(-19.3806, -14.6739)
(x,y)=(-16.6153, -15.8373)
(x,y)=(-16.7613, -12.8408)
(x,y)=(-15.5858, -10.0807)
(x,y)=(-18.5856, -10.1073)
(x,y)=(-20.2948, -12.5728)
(x,y)=(-23.2381, -13.1532)
(x,y)=(-25.993, -11.9654)
(x,y)=(-22.9959, -12.0981)
(x,y)=(-22.4808, -15.0535)
(x,y)=(-24.6893, -17.0838)
(x,y)=(-27.6327, -17.6643)
(x,y)=(-30.6269, -17.85)
(x,y)=(-30.3221, -14.8655)
(x,y)=(-27.4815, -15.8303)
(x,y)=(-30.4084, -15.172)
(x,y)=(-29.088, -17.8658)
(x,y)=(-26.1078, -18.2102)
(x,y)=(-24.3986, -20.6756)
(x,y)=(-24.1467, -17.6862)
(x,y)=(-21.7041, -15.9444)
(x,y)=(-22.2714, -18.8903)
(x,y)=(-20.8099, -21.5102)
(x,y)=(-17.8478, -21.9859)
(x,y)=(-19.3784, -19.4058)
(x,y)=(-17.7353, -16.8958)
(x,y)=(-16.1368, -19.4344)
(x,y)=(-17.9534, -17.0469)
(x,y)=(-20.9065, -17.5752)
(x,y)=(-19.3306, -15.0225)
(x,y)=(-21.9696, -16.4491)
(x,y)=(-19.6734, -18.3797)
(x,y)=(-20.6005, -15.5266)
(x,y)=(-18.805, -17.93)
(x,y)=(-17.1177, -15.4494)
(x,y)=(-20.0947, -15.0787)
(x,y)=(-22.0955, -12.8434)
(x,y)=(-20.2578, -15.2146)
(x,y)=(-23.0231, -16.378)
(x,y)=(-20.061, -16.8538)
(x,y)=(-19.0086, -19.6632)
(x,y)=(-19.3398, -22.6448)
(x,y)=(-17.4812, -20.2899)
(x,y)=(-15.9507, -17.7097)
(x,y)=(-14.4891, -20.3296)
(x,y)=(-11.7137, -19.1907)
(x,y)=(-12.7909, -16.3908)
(x,y)=(-10.8704, -18.6955)
(x,y)=(-8.81098, -20.8769)
(x,y)=(-10.1313, -23.5707)
(x,y)=(-12.4275, -25.5014)
(x,y)=(-12.5735, -22.5049)
(x,y)=(-11.3493, -19.7661)
(x,y)=(-8.4345, -19.056)
(x,y)=(-10.033, -21.5947)
(x,y)=(-13.0325, -21.5417)
(x,y)=(-12.207, -24.4259)
(x,y)=(-11.7705, -21.4578)
(x,y)=(-9.65395, -19.3317)
(x,y)=(-6.72135, -19.9641)
(x,y)=(-7.07899, -16.9855)
(x,y)=(-6.228, -19.8622)
(x,y)=(-6.50633, -22.8493)
(x,y)=(-6.7583, -19.8599)
(x,y)=(-9.72827, -19.4365)
(x,y)=(-9.87426, -16.4401)
(x,y)=(-11.6268, -18.8749)
(x,y)=(-9.66595, -16.6045)
(x,y)=(-8.11257, -19.171)
(x,y)=(-6.25401, -16.8161)
(x,y)=(-3.26821, -17.1076)
(x,y)=(-1.73767, -14.5274)
(x,y)=(-3.33617, -17.0661)
(x,y)=(-2.84729, -14.1062)
(x,y)=(-1.84479, -16.9337)
(x,y)=(-4.59964, -15.7459)
(x,y)=(-5.75074, -18.5163)
(x,y)=(-7.90469, -16.4281)
(x,y)=(-10.893, -16.163)
(x,y)=(-13.8872, -16.3488)
(x,y)=(-11.1324, -15.1609)
(x,y)=(-8.54543, -16.68)
(x,y)=(-5.71348, -15.69)
(x,y)=(-8.65156, -15.0837)
(x,y)=(-9.65397, -17.9113)
(x,y)=(-9.72026, -20.9105)
(x,y)=(-12.6081, -20.0978)
(x,y)=(-13.71, -22.8881)
(x,y)=(-16.6048, -23.6753)
(x,y)=(-13.8097, -22.5857)
(x,y)=(-14.0087, -19.5923)
(x,y)=(-13.5985, -16.6205)
(x,y)=(-10.8231, -15.4816)
(x,y)=(-8.84213, -17.7346)
(x,y)=(-6.19054, -16.3313)
(x,y)=(-3.8274, -18.1795)
(x,y)=(-4.15856, -21.1611)
(x,y)=(-4.19839, -18.1614)
(x,y)=(-3.55308, -15.2316)
(x,y)=(-4.09437, -12.2809)
(x,y)=(-6.72075, -10.831)
(x,y)=(-4.0568, -12.2106)
(x,y)=(-1.06103, -12.0514)
(x,y)=(-2.68201, -9.527)
(x,y)=(-3.0659, -12.5023)
(x,y)=(-0.949313, -10.3763)
(x,y)=(-3.71453, -11.5397)
(x,y)=(-6.65261, -10.9334)
(x,y)=(-3.81198, -11.8981)
(x,y)=(-4.96308, -14.6685)
(x,y)=(-7.24214, -12.7177)
(x,y)=(-6.28985, -15.5625)
(x,y)=(-9.28692, -15.6952)
(x,y)=(-8.46134, -18.5794)
(x,y)=(-6.36359, -20.724)
(x,y)=(-6.5626, -17.7306)
(x,y)=(-5.21846, -15.0486)
(x,y)=(-5.5233, -12.0641)
(x,y)=(-3.6439, -14.4025)
(x,y)=(-1.80618, -16.7737)
(x,y)=(-3.19767, -14.1159)
(x,y)=(-5.38825, -12.0662)
(x,y)=(-6.34045, -14.9111)
(x,y)=(-5.09193, -17.639)
(x,y)=(-2.21142, -18.4772)
(x,y)=(-4.11145, -16.1556)
(x,y)=(-1.35664, -14.9677)
(x,y)=(-0.254677, -17.758)
(x,y)=(-0.664979, -14.7862)
(x,y)=(-3.53796, -15.6499)
(x,y)=(-0.951, -17.169)
(x,y)=(-2.15096, -19.9186)
(x,y)=(-0.620425, -17.3384)
(x,y)=(-3.48567, -16.4493)
(x,y)=(-0.94001, -14.862)
(x,y)=(2.05987, -14.8885)
(x,y)=(0.350697, -17.354)
(x,y)=(-2.01239, -19.2022)
(x,y)=(0.86812, -20.0404)
(x,y)=(-1.03191, -17.7188)
(x,y)=(-2.69717, -20.2142)
(x,y)=(-2.52467, -23.2092)
(x,y)=(-5.49464, -22.7859)
(x,y)=(-7.93724, -21.0441)
(x,y)=(-10.3327, -22.8502)
(x,y)=(-11.2091, -19.9811)
(x,y)=(-8.23912, -19.5576)
(x,y)=(-6.29837, -17.2699)
(x,y)=(-7.54681, -14.542)
(x,y)=(-8.26968, -17.4536)
(x,y)=(-11.0349, -18.6171)
(x,y)=(-13.5806, -17.0298)
(x,y)=(-11.372, -19.0601)
(x,y)=(-9.18145, -17.0103)
(x,y)=(-7.02756, -14.922)
(x,y)=(-7.01428, -17.922)
(x,y)=(-5.62288, -15.2642)
(x,y)=(-5.7158, -12.2656)
(x,y)=(-7.17729, -14.8856)
(x,y)=(-4.68931, -16.5619)
(x,y)=(-4.1481, -13.6111)
(x,y)=(-7.08068, -14.2435)
(x,y)=(-4.56342, -15.8755)
(x,y)=(-7.496, -16.5079)
(x,y)=(-7.13846, -13.5293)
(x,y)=(-5.79432, -10.8473)
(x,y)=(-3.18088, -12.3204)
(x,y)=(-6.17982, -12.4)
(x,y)=(-4.08207, -14.5446)
(x,y)=(-5.56676, -11.9378)
(x,y)=(-8.55256, -12.2294)
(x,y)=(-11.4016, -11.2898)
(x,y)=(-12.0988, -8.37195)
(x,y)=(-12.6401, -5.42119)
(x,y)=(-10.4862, -3.33295)
(x,y)=(-12.9741, -5.00931)
(x,y)=(-10.8955, -2.84614)
(x,y)=(-9.25238, -0.336121)
(x,y)=(-10.1288, 2.53301)
(x,y)=(-12.986, 1.61858)
(x,y)=(-11.6896, 4.32398)
(x,y)=(-12.1261, 7.29205)
(x,y)=(-11.5327, 10.2328)
(x,y)=(-9.41614, 12.3588)
(x,y)=(-8.26496, 9.58849)
(x,y)=(-7.80221, 6.6244)
(x,y)=(-6.02817, 9.04365)
(x,y)=(-3.09011, 9.6501)
(x,y)=(-3.6314, 12.6009)
(x,y)=(-1.42276, 10.5706)
(x,y)=(0.0388057, 7.95072)
(x,y)=(-2.11515, 10.0389)
(x,y)=(-5.05847, 9.45848)
(x,y)=(-2.39452, 8.07885)
(x,y)=(-2.16902, 5.08734)
(x,y)=(0.800945, 5.51079)
(x,y)=(3.30362, 7.16507)
(x,y)=(2.63239, 4.24112)
(x,y)=(4.57315, 6.52879)
(x,y)=(7.54676, 6.13174)
(x,y)=(7.98317, 9.09983)
(x,y)=(5.00301, 8.75538)
(x,y)=(3.9507, 5.946)
(x,y)=(5.12627, 8.70608)
(x,y)=(6.10362, 11.5424)
(x,y)=(5.0264, 14.3423)
(x,y)=(7.88367, 13.428)
(x,y)=(5.76701, 15.554)
(x,y)=(8.46661, 16.8625)
(x,y)=(6.75744, 14.397)
(x,y)=(8.63684, 12.0586)
(x,y)=(9.38546, 14.9637)
(x,y)=(12.3797, 14.778)
(x,y)=(12.4195, 17.7778)
(x,y)=(14.7157, 15.8472)
(x,y)=(17.7146, 15.7676)
(x,y)=(15.1412, 17.3095)
(x,y)=(12.4078, 18.5459)
(x,y)=(10.2912, 20.6719)
(x,y)=(7.30808, 20.9898)
(x,y)=(4.31231, 21.149)
(x,y)=(1.48923, 20.134)
(x,y)=(0.714923, 17.2356)
(x,y)=(3.61665, 17.9972)
(x,y)=(4.88919, 15.2805)
(x,y)=(5.61215, 12.3689)
(x,y)=(7.83862, 14.3796)
(x,y)=(5.57685, 16.3505)
(x,y)=(7.08456, 13.7568)
(x,y)=(4.93061, 15.845)
(x,y)=(6.32201, 18.5028)
(x,y)=(3.35999, 18.027)
(x,y)=(1.92168, 20.6597)
(x,y)=(4.03827, 22.7857)
(x,y)=(6.73787, 24.0942)
(x,y)=(4.96376, 26.5134)
(x,y)=(1.97127, 26.7256)
(x,y)=(0.943786, 29.5442)
(x,y)=(-0.471091, 26.8988)
(x,y)=(-1.95579, 29.5056)
(x,y)=(0.917218, 28.642)
(x,y)=(2.42493, 26.0484)
(x,y)=(-0.43231, 25.134)
(x,y)=(-1.48462, 22.3246)
(x,y)=(-2.63571, 19.5542)
(x,y)=(0.362407, 19.6604)
(x,y)=(-1.86412, 21.671)
(x,y)=(1.03078, 20.8839)
(x,y)=(2.08317, 18.0745)
(x,y)=(4.62884, 19.6619)
(x,y)=(7.44282, 20.7018)
(x,y)=(10.1188, 22.0579)
(x,y)=(10.079, 25.0576)
(x,y)=(8.28363, 22.6542)
(x,y)=(5.58399, 23.9626)
(x,y)=(4.53168, 21.1532)
(x,y)=(6.97422, 22.895)
(x,y)=(9.93625, 22.4192)
(x,y)=(7.65719, 24.3701)
(x,y)=(9.79258, 22.2629)
(x,y)=(6.86, 21.6305)
(x,y)=(3.86575, 21.4447)
(x,y)=(6.01965, 23.533)
(x,y)=(3.30857, 22.2484)
(x,y)=(1.51319, 19.845)
(x,y)=(1.07669, 22.8131)
(x,y)=(3.15531, 24.9762)
(x,y)=(5.32767, 22.9072)
(x,y)=(8.26026, 22.2749)
(x,y)=(10.8994, 20.8483)
(x,y)=(7.90689, 21.0605)
(x,y)=(6.19771, 18.595)
(x,y)=(6.71286, 15.6395)
(x,y)=(8.95709, 13.6487)
(x,y)=(9.10299, 16.6451)
(x,y)=(9.59188, 19.605)
(x,y)=(12.0799, 17.9287)
(x,y)=(13.7008, 20.4531)
(x,y)=(16.4341, 21.6896)
(x,y)=(18.7473, 23.5999)
(x,y)=(16.868, 21.2615)
(x,y)=(16.669, 24.2549)
(x,y)=(15.048, 26.7792)
(x,y)=(18.018, 26.356)
(x,y)=(19.979, 24.0856)
(x,y)=(17.9981, 21.8326)
(x,y)=(16.8715, 24.613)
(x,y)=(19.3887, 22.981)
(x,y)=(16.5158, 22.1173)
(x,y)=(15.9745, 25.0681)
(x,y)=(13.1604, 26.1079)
(x,y)=(12.133, 28.9265)
(x,y)=(11.3329, 31.8179)
(x,y)=(9.53757, 29.4144)
(x,y)=(11.3961, 31.7693)
(x,y)=(13.3571, 29.499)
(x,y)=(12.9995, 32.4776)
(x,y)=(15.5998, 33.9738)
(x,y)=(18.5767, 34.3446)
(x,y)=(18.2719, 37.3291)
(x,y)=(20.8176, 38.9164)
(x,y)=(23.6906, 38.0528)
(x,y)=(26.6567, 38.5024)
(x,y)=(29.5651, 37.7667)
(x,y)=(26.6325, 37.1342)
(x,y)=(28.4065, 39.5535)
(x,y)=(27.7872, 36.6181)
(x,y)=(26.1663, 34.0937)
(x,y)=(28.1868, 31.8761)
(x,y)=(25.2543, 31.2437)
(x,y)=(26.156, 28.3824)
(x,y)=(24.3607, 25.979)
(x,y)=(27.3531, 26.1912)
(x,y)=(27.1541, 29.1846)
(x,y)=(26.1018, 26.3752)
(x,y)=(28.5289, 24.6119)
(x,y)=(26.3936, 22.5047)
(x,y)=(28.9251, 20.895)
(x,y)=(29.9775, 18.0856)
(x,y)=(27.787, 20.1354)
(x,y)=(30.4004, 18.6623)
(x,y)=(31.6489, 15.9344)
(x,y)=(33.6099, 13.6641)
(x,y)=(31.0365, 15.206)
(x,y)=(28.0745, 14.7302)
(x,y)=(27.6118, 11.766)
(x,y)=(24.8676, 10.5538)
(x,y)=(24.4573, 13.5257)
(x,y)=(22.7048, 11.0908)
(x,y)=(24.4788, 13.5101)
(x,y)=(21.6136, 14.3991)
(x,y)=(18.6366, 14.7698)
(x,y)=(19.1778, 17.7206)
(x,y)=(19.9264, 20.6257)
(x,y)=(19.3851, 23.5764)
(x,y)=(22.2868, 24.338)
(x,y)=(21.7195, 21.3921)
(x,y)=(24.1774, 19.672)
(x,y)=(23.4546, 16.7604)
(x,y)=(26.3629, 16.0247)
(x,y)=(27.563, 13.2751)
(x,y)=(28.6154, 10.4658)
(x,y)=(26.0285, 8.94662)
(x,y)=(29.0283, 8.92016)
(x,y)=(26.0903, 9.52652)
(x,y)=(26.2362, 12.523)
(x,y)=(27.6276, 15.1808)
(x,y)=(26.0067, 12.6563)
(x,y)=(27.8233, 15.0438)
(x,y)=(25.2099, 13.5706)
(x,y)=(24.2075, 10.7431)
(x,y)=(24.4064, 13.7365)
(x,y)=(25.6548, 16.4644)
(x,y)=(26.8304, 19.2245)
(x,y)=(27.2668, 22.1926)
(x,y)=(24.2669, 22.166)
(x,y)=(27.0322, 21.0027)
(x,y)=(26.2578, 18.1043)
(x,y)=(28.4484, 20.1541)
(x,y)=(27.7771, 17.2302)
(x,y)=(26.003, 19.6494)
(x,y)=(23.7413, 21.6203)
(x,y)=(26.7183, 21.9911)
(x,y)=(24.6782, 24.1906)
(x,y)=(24.2155, 21.2265)
(x,y)=(24.0165, 24.2199)
(x,y)=(25.5699, 21.6534)
(x,y)=(24.7956, 18.755)
(x,y)=(25.6212, 15.8709)
(x,y)=(28.4352, 16.9108)
(x,y)=(29.0546, 13.9755)
(x,y)=(30.2058, 11.2051)
(x,y)=(31.6207, 8.55978)
(x,y)=(34.0633, 10.3016)
(x,y)=(33.0609, 7.47404)
(x,y)=(30.306, 8.66182)
(x,y)=(31.882, 11.2145)
(x,y)=(30.5142, 8.5445)
(x,y)=(30.9769, 5.58041)
(x,y)=(28.082, 4.79319)
(x,y)=(25.1019, 4.44875)
(x,y)=(25.9782, 7.3179)
(x,y)=(24.7539, 10.0567)
(x,y)=(26.1218, 7.38672)
(x,y)=(24.754, 4.71669)
(x,y)=(24.3963, 7.69529)
(x,y)=(25.6206, 10.4341)
(x,y)=(24.7697, 7.55733)
(x,y)=(27.6646, 6.77021)
(x,y)=(25.9336, 9.22043)
(x,y)=(28.2298, 7.28982)
(x,y)=(31.1103, 6.45157)
(x,y)=(33.4066, 4.52096)
(x,y)=(30.4067, 4.49441)
(x,y)=(32.3876, 2.24144)
(x,y)=(30.7668, -0.283018)
(x,y)=(32.7873, -2.50056)
(x,y)=(33.5873, 0.390826)
(x,y)=(34.8837, 3.09623)
(x,y)=(37.6977, 4.13618)
(x,y)=(36.4252, 1.41941)
(x,y)=(39.1801, 2.60726)
(x,y)=(38.8752, 5.59173)
(x,y)=(36.0998, 6.73056)
(x,y)=(33.1008, 6.6509)
(x,y)=(32.1486, 3.80603)
(x,y)=(33.2751, 6.58649)
(x,y)=(36.1961, 5.90233)
(x,y)=(35.045, 3.13195)
(x,y)=(36.2206, 5.89203)
(x,y)=(33.778, 7.63379)
(x,y)=(34.8304, 4.82444)
(x,y)=(35.3455, 1.869)
(x,y)=(38.1862, 0.904216)
(x,y)=(39.0371, -1.97256)
(x,y)=(36.5793, -3.6927)
(x,y)=(33.6709, -4.42855)
(x,y)=(36.1882, -6.06053)
(x,y)=(38.9215, -4.8241)
(x,y)=(37.5067, -7.46949)
(x,y)=(35.3527, -5.38132)
(x,y)=(35.2864, -8.38058)
(x,y)=(36.4376, -11.1509)
(x,y)=(33.786, -9.74777)
(x,y)=(33.7197, -12.747)
(x,y)=(34.968, -10.0191)
